% continuousInputs: false
% addNoisyOutputs: true
% numNoisyOutputColumns: 3
% inputNoiseProbability: 0.1
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$LimitedOutputsGenerator
% maxOutputVectorsPerInstance: 3
% resultRows: 10000
% Number of instances before adding noise (numInputsVectors): 20
% numOutputVectors = 20
% numInputVectors: 20
@RELATION 'synthetic: -c -6 '
@ATTRIBUTE x1 {a, b, c, d}
@ATTRIBUTE x2 {a, b, c, d}
@ATTRIBUTE x3 {a, b, c, d}
@ATTRIBUTE noise1 {n1, n2, n3, n4, n5, n6, n7, n8, n9, n10, n11, n12, n13, n14, n15, n16}
@ATTRIBUTE noise2 {n1, n2, n3, n4, n5, n6, n7, n8, n9, n10, n11, n12, n13, n14, n15, n16}
@ATTRIBUTE noise3 {n1, n2, n3, n4, n5, n6, n7, n8, n9, n10, n11, n12, n13, n14, n15, n16}
@ATTRIBUTE class1 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class2 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class3 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@DATA
b, c, a, n13, n10, n7, l, q, m
b, a, a, n4, n4, n6, e, l, l
b, a, d, n6, n5, n2, q, i, r
d, d, a, n9, n1, n14, m, t, h
a, a, b, n8, n13, n6, j, e, j
c, d, d, n13, n13, n7, t, l, q
a, c, c, n11, n7, n7, m, j, q
b, b, a, n6, n15, n4, l, q, m
d, d, a, n5, n4, n5, g, g, o
c, a, b, n1, n1, n8, l, j, q
b, b, a, n2, n5, n14, q, o, e
a, c, a, n5, n3, n14, k, q, g
d, d, a, n3, n4, n6, e, l, l
d, a, a, n9, n13, n2, g, f, o
b, c, a, n13, n5, n9, l, q, h
b, a, a, n8, n11, n6, l, f, p
a, a, a, n4, n2, n14, e, t, i
b, b, b, n14, n12, n9, r, l, i
b, b, b, n6, n6, n10, r, l, i
a, d, a, n2, n9, n16, l, q, h
b, b, b, n8, n1, n8, r, m, i
a, d, a, n16, n6, n12, l, i, q
c, d, d, n9, n7, n1, u, l, p
b, c, b, n14, n10, n7, e, u, i
b, b, b, n4, n2, n8, r, l, h
c, a, c, n7, n15, n16, k, u, j
c, b, b, n1, n14, n14, l, j, q
a, c, c, n14, n7, n4, g, m, j
a, a, c, n7, n15, n2, l, j, q
a, c, c, n6, n15, n10, g, m, j
b, b, a, n15, n3, n9, q, m, e
c, b, b, n15, n1, n3, r, l, i
d, b, c, n11, n11, n4, l, q, h
b, d, c, n1, n6, n9, r, h, r
d, d, a, n8, n3, n14, l, j, q
a, d, a, n3, n11, n1, l, j, q
a, b, a, n11, n10, n7, q, m, e
c, a, b, n13, n8, n4, l, j, q
c, a, c, n2, n10, n3, l, j, q
a, d, c, n10, n1, n6, l, j, q
a, d, a, n5, n1, n9, e, l, l
a, d, a, n8, n5, n15, j, e, j
b, b, b, n10, n14, n5, r, l, i
c, b, c, n6, n10, n7, r, m, i
c, b, c, n5, n9, n5, r, l, i
d, d, a, n5, n8, n3, l, j, q
b, b, b, n11, n2, n8, r, l, i
a, d, a, n12, n11, n14, e, u, h
a, d, a, n3, n11, n4, l, q, h
b, c, a, n1, n9, n10, u, l, l
b, a, d, n4, n15, n11, q, m, e
b, c, b, n2, n3, n3, l, q, i
b, c, b, n4, n1, n13, l, f, p
a, c, c, n10, n11, n6, l, j, q
b, a, a, n10, n10, n14, e, l, l
a, d, d, n9, n14, n12, l, j, q
d, d, a, n13, n2, n13, g, g, o
a, d, c, n4, n15, n1, l, j, r
d, a, b, n1, n3, n15, g, g, o
b, b, b, n1, n7, n12, r, l, i
a, a, a, n13, n6, n10, l, q, h
c, b, c, n10, n14, n7, j, u, j
a, c, c, n13, n11, n2, q, h, r
b, c, a, n15, n7, n1, l, q, m
c, d, a, n13, n15, n2, l, j, q
a, d, d, n12, n3, n5, l, j, q
c, c, a, n13, n16, n10, l, q, m
a, c, c, n6, n11, n16, q, h, r
b, c, a, n13, n3, n3, l, j, r
d, d, a, n11, n9, n15, l, j, q
b, a, a, n14, n2, n3, g, m, j
d, d, a, n4, n16, n13, m, t, h
d, d, b, n2, n1, n16, o, t, h
b, b, a, n2, n6, n8, l, f, p
b, d, b, n16, n3, n4, l, j, q
a, a, a, n2, n1, n10, e, u, i
a, d, a, n5, n11, n1, l, j, q
a, a, a, n16, n3, n14, e, t, i
d, d, c, n2, n7, n4, l, j, q
a, d, a, n15, n1, n9, i, e, j
d, b, c, n8, n12, n15, l, q, h
a, a, a, n8, n15, n7, l, q, h
a, a, a, n9, n12, n5, g, m, j
c, b, c, n16, n16, n14, r, l, i
b, b, a, n14, n11, n11, q, m, e
c, b, c, n4, n9, n2, l, j, q
c, b, d, n10, n8, n8, l, j, q
d, b, c, n9, n16, n3, l, q, h
c, a, c, n10, n2, n11, j, u, j
b, c, a, n2, n9, n16, l, q, m
b, b, b, n15, n14, n14, r, l, i
a, d, a, n13, n3, n4, l, j, q
a, a, a, n4, n1, n8, l, q, h
b, a, b, n9, n9, n1, k, m, l
a, a, a, n7, n5, n14, l, p, h
a, d, a, n11, n9, n2, l, q, h
b, b, a, n15, n13, n7, j, e, j
d, d, a, n7, n11, n4, l, q, h
b, b, b, n14, n9, n16, r, l, i
a, d, a, n15, n4, n2, l, j, q
b, d, d, n11, n9, n12, u, l, q
a, c, c, n8, n2, n4, l, j, q
a, b, c, n5, n6, n1, l, q, h
c, d, d, n7, n9, n5, u, l, q
c, a, c, n6, n7, n10, q, h, r
c, b, b, n8, n2, n14, l, j, q
d, d, d, n10, n15, n3, l, k, q
c, b, c, n8, n14, n6, j, e, j
b, c, a, n12, n7, n13, l, q, m
d, d, a, n1, n6, n4, m, t, g
b, a, c, n5, n2, n8, q, h, r
a, a, a, n1, n4, n14, e, t, i
a, d, a, n1, n14, n15, l, q, i
d, c, c, n10, n8, n12, g, s, u
a, d, a, n10, n3, n14, j, e, j
d, d, a, n6, n13, n9, f, g, m
d, d, a, n10, n10, n6, g, g, p
d, b, c, n1, n6, n5, l, q, i
b, a, c, n7, n6, n10, q, h, r
d, a, a, n7, n2, n6, g, g, o
a, a, a, n12, n8, n15, l, q, h
d, b, c, n16, n4, n9, l, q, m
d, d, a, n3, n1, n15, q, r, e
b, a, a, n14, n7, n15, u, k, o
b, a, a, n3, n9, n7, u, k, o
b, a, c, n12, n7, n12, q, h, r
a, d, a, n12, n15, n11, l, j, q
a, d, a, n2, n9, n16, e, l, l
c, b, c, n8, n2, n6, j, f, j
a, c, d, n4, n8, n8, f, h, m
b, a, a, n12, n15, n16, e, k, l
a, c, d, n3, n6, n16, l, e, p
a, d, a, n4, n4, n3, g, g, o
c, b, c, n12, n9, n2, j, e, k
a, d, b, n5, n4, n9, l, j, q
d, d, d, n9, n9, n8, g, g, o
c, d, d, n9, n13, n12, u, l, q
b, c, a, n5, n14, n12, l, q, m
a, d, a, n12, n5, n6, l, j, q
b, a, c, n6, n16, n1, q, g, r
c, d, d, n6, n4, n9, u, l, q
b, a, c, n14, n4, n7, q, g, r
c, a, b, n11, n15, n10, k, l, m
b, c, b, n10, n9, n3, l, q, h
b, b, a, n14, n16, n12, j, e, j
c, b, c, n2, n6, n5, j, e, j
d, d, a, n13, n13, n2, m, t, h
b, a, c, n13, n14, n3, q, h, r
c, d, d, n3, n16, n7, u, l, q
b, c, b, n10, n16, n12, l, q, h
a, a, a, n16, n7, n5, e, u, i
a, d, a, n16, n2, n3, j, e, j
b, a, c, n4, n16, n2, r, h, r
a, a, a, n14, n13, n10, l, q, g
a, d, a, n12, n4, n16, j, e, j
d, d, a, n7, n9, n10, g, g, o
d, d, a, n10, n16, n9, l, j, p
b, a, a, n6, n8, n2, e, u, i
d, b, c, n3, n9, n5, l, q, h
d, c, c, n7, n14, n16, l, q, m
c, a, b, n14, n6, n3, l, j, q
b, a, a, n9, n12, n12, u, k, o
a, a, a, n2, n8, n10, e, u, i
d, b, c, n12, n16, n15, g, t, u
a, a, a, n2, n9, n10, e, u, h
a, a, a, n4, n9, n9, l, q, h
b, c, a, n9, n15, n15, l, q, m
d, b, c, n16, n15, n7, g, s, u
d, b, c, n12, n11, n11, g, s, u
d, b, c, n7, n13, n3, g, s, u
b, b, c, n2, n7, n10, r, l, i
a, a, a, n9, n12, n3, k, q, h
a, d, a, n14, n10, n3, l, j, q
c, a, c, n12, n14, n11, r, l, i
b, c, a, n7, n1, n16, l, p, m
c, b, c, n2, n15, n4, j, e, j
d, b, c, n1, n10, n16, l, q, h
c, d, d, n5, n1, n15, u, l, q
c, d, d, n2, n9, n1, u, l, q
b, c, a, n16, n13, n9, l, q, m
d, b, c, n1, n9, n12, g, s, u
d, b, c, n6, n16, n12, k, q, m
a, c, d, n12, n2, n13, l, f, p
b, a, c, n1, n6, n4, q, h, r
b, c, a, n1, n15, n16, l, q, m
d, d, a, n9, n8, n8, l, q, h
c, b, c, n3, n12, n16, l, j, q
d, c, d, n12, n15, n10, l, f, p
a, b, c, n1, n6, n4, q, h, r
a, c, d, n4, n12, n14, f, i, l
c, a, d, n7, n15, n3, u, k, q
d, b, c, n16, n11, n5, m, q, m
c, c, c, n15, n5, n14, j, e, j
a, a, a, n2, n15, n2, l, q, h
a, d, c, n3, n15, n14, l, j, q
b, a, a, n1, n1, n12, f, l, l
a, d, a, n9, n14, n9, m, t, h
a, c, a, n2, n14, n7, j, e, j
a, d, a, n16, n13, n16, l, i, q
d, b, c, n5, n3, n9, l, q, o
b, b, b, n7, n11, n16, e, l, l
b, b, a, n1, n4, n1, l, f, p
a, d, c, n15, n5, n12, l, j, q
d, d, a, n9, n13, n11, l, j, q
a, c, c, n5, n16, n1, g, m, j
d, b, c, n13, n15, n14, l, q, m
a, d, a, n15, n6, n1, k, q, h
b, b, a, n4, n9, n10, q, m, e
b, b, a, n16, n10, n4, j, e, j
d, b, c, n1, n8, n7, l, q, h
b, c, a, n2, n9, n11, l, q, m
b, c, a, n12, n14, n11, l, q, m
a, a, a, n3, n2, n7, e, u, i
c, b, c, n10, n9, n3, j, e, j
a, c, c, n5, n15, n9, l, e, p
d, d, a, n6, n2, n13, g, g, o
d, d, a, n1, n5, n10, m, t, h
a, a, a, n7, n12, n10, m, q, h
a, c, c, n6, n12, n11, g, m, j
d, b, c, n2, n6, n2, l, q, m
a, d, a, n10, n9, n8, j, e, j
d, b, c, n5, n6, n9, g, s, t
c, d, d, n3, n2, n11, u, l, q
b, c, b, n8, n7, n4, l, q, h
a, d, c, n1, n9, n1, l, j, q
a, d, a, n1, n15, n12, l, j, q
b, b, a, n8, n9, n3, j, e, j
b, c, b, n16, n14, n5, e, u, i
a, d, c, n4, n15, n4, k, j, q
a, d, c, n10, n6, n15, l, j, q
b, c, b, n1, n1, n14, r, m, i
d, a, a, n5, n1, n5, l, j, q
b, c, b, n9, n8, n16, l, q, h
a, a, a, n9, n10, n5, m, q, h
b, c, b, n16, n6, n2, l, j, q
c, a, a, n9, n9, n9, g, m, j
c, d, a, n14, n9, n9, g, g, o
a, d, a, n10, n10, n2, l, j, q
b, b, a, n1, n13, n8, q, m, e
c, a, c, n15, n11, n16, q, h, r
b, c, c, n13, n8, n13, l, j, q
c, b, c, n15, n7, n13, r, l, i
b, b, a, n14, n15, n3, q, m, e
b, d, a, n3, n9, n4, u, k, o
a, a, a, n14, n9, n1, e, u, i
b, c, a, n11, n16, n1, l, q, m
a, a, a, n16, n16, n11, e, u, i
a, c, d, n15, n5, n12, l, f, p
b, c, a, n11, n3, n1, e, l, l
a, d, a, n1, n9, n4, e, l, l
d, d, a, n11, n15, n5, m, t, h
a, c, c, n1, n1, n11, q, h, r
d, a, a, n12, n14, n13, e, u, j
b, a, a, n2, n15, n14, u, k, m
c, b, c, n13, n11, n8, r, l, j
b, c, a, n2, n9, n8, q, m, e
b, c, b, n11, n1, n12, l, q, h
a, c, c, n4, n8, n13, q, h, r
d, d, a, n1, n15, n5, l, j, q
d, a, b, n11, n7, n4, k, m, m
b, a, c, n16, n7, n8, q, h, r
c, d, d, n11, n7, n8, u, m, q
a, c, b, n6, n10, n2, l, r, h
d, b, c, n10, n9, n2, l, q, m
b, c, b, n5, n3, n9, l, j, q
b, c, a, n2, n8, n11, l, q, m
d, b, c, n7, n3, n9, l, q, m
c, a, b, n6, n10, n8, l, j, q
a, c, c, n14, n1, n11, q, h, r
a, d, a, n9, n7, n4, l, i, q
b, c, a, n11, n1, n5, m, q, m
a, c, d, n1, n11, n12, f, h, m
b, b, a, n16, n4, n7, e, u, i
a, c, b, n7, n10, n13, k, q, h
b, a, c, n8, n11, n5, q, h, r
a, c, a, n4, n1, n6, j, e, j
b, a, c, n12, n15, n13, q, h, r
b, c, a, n1, n3, n3, l, q, m
a, d, c, n8, n7, n6, l, j, q
d, d, a, n12, n5, n8, l, j, r
a, d, a, n10, n15, n12, l, s, h
a, d, a, n2, n11, n15, k, q, h
a, a, a, n12, n7, n10, l, q, h
d, c, d, n6, n11, n15, l, f, p
b, c, c, n5, n11, n2, l, j, q
c, a, b, n9, n10, n14, k, m, m
d, a, c, n2, n8, n9, l, q, h
b, b, a, n12, n5, n11, l, f, p
b, b, d, n12, n12, n7, j, e, j
a, a, a, n10, n3, n15, u, u, i
b, c, b, n8, n8, n15, l, q, h
d, d, a, n8, n10, n9, l, j, q
b, c, a, n10, n9, n10, l, q, m
d, b, c, n13, n8, n7, l, q, m
a, c, d, n15, n5, n6, q, h, r
d, c, d, n6, n2, n13, q, h, r
a, c, d, n13, n7, n8, k, f, o
c, d, a, n5, n10, n1, l, j, q
c, d, d, n6, n8, n3, u, l, q
a, d, a, n4, n14, n6, m, t, h
b, a, a, n7, n7, n13, e, l, l
c, c, b, n3, n11, n6, l, j, q
c, c, c, n8, n15, n7, l, j, q
c, d, d, n10, n7, n10, u, l, q
b, c, b, n4, n13, n16, l, j, q
d, d, a, n2, n10, n13, q, r, e
a, d, b, n15, n1, n12, e, l, l
b, a, c, n12, n10, n16, q, h, r
d, b, c, n8, n4, n1, l, q, h
a, a, a, n10, n11, n10, e, u, i
d, c, d, n9, n5, n14, f, h, m
a, d, a, n16, n6, n11, l, j, q
c, d, d, n15, n8, n7, u, l, q
d, c, c, n11, n2, n3, g, m, j
a, c, d, n3, n11, n11, f, h, m
d, a, b, n14, n10, n12, m, i, r
b, b, a, n14, n2, n15, l, q, m
b, a, a, n6, n14, n7, e, l, l
c, d, d, n12, n9, n14, u, l, r
d, d, a, n6, n12, n16, l, j, q
c, d, b, n10, n7, n11, l, j, q
a, d, c, n13, n4, n5, l, j, q
c, b, c, n8, n6, n5, r, l, i
c, d, d, n3, n3, n13, e, l, q
d, d, a, n12, n14, n13, m, t, h
d, b, c, n16, n5, n9, l, q, m
a, a, a, n7, n15, n13, e, u, j
b, c, b, n10, n16, n6, l, q, h
b, b, a, n12, n13, n14, i, e, j
b, c, b, n3, n4, n13, m, q, h
c, a, b, n9, n2, n4, l, j, q
a, a, a, n3, n11, n2, l, q, h
a, c, a, n11, n11, n9, j, e, j
c, c, b, n7, n15, n7, l, p, h
b, a, c, n13, n8, n6, q, h, r
d, b, c, n5, n3, n12, l, q, h
b, a, a, n1, n7, n2, g, m, j
b, c, a, n15, n4, n15, l, q, m
a, c, d, n4, n4, n9, f, h, m
b, c, a, n12, n12, n5, l, j, q
c, b, c, n15, n14, n10, l, q, o
a, d, c, n7, n5, n1, m, j, q
b, b, a, n8, n3, n4, l, f, p
b, d, c, n6, n12, n12, r, h, r
c, b, c, n3, n6, n5, r, l, j
a, a, a, n10, n3, n14, l, j, q
b, a, b, n16, n16, n7, e, u, i
b, c, a, n16, n7, n8, l, q, m
a, c, c, n8, n2, n16, m, t, h
d, d, a, n2, n9, n1, q, r, e
b, a, d, n4, n11, n11, g, l, k
a, a, a, n5, n13, n13, l, q, h
a, a, a, n4, n4, n9, m, j, q
d, c, a, n5, n11, n10, e, l, l
b, b, d, n12, n15, n9, j, e, j
b, c, c, n5, n6, n12, l, q, h
c, c, b, n1, n16, n11, m, j, q
d, d, a, n1, n5, n13, g, g, o
b, a, c, n10, n9, n3, q, h, r
b, b, c, n15, n8, n14, r, l, i
a, d, a, n1, n9, n8, l, q, h
b, b, a, n15, n3, n3, l, f, o
a, c, d, n14, n1, n8, k, f, p
c, a, b, n7, n4, n13, l, j, q
a, a, a, n13, n1, n16, e, u, i
b, a, c, n10, n13, n6, q, h, r
a, d, a, n14, n1, n7, m, t, h
d, d, a, n14, n16, n9, l, j, q
d, d, a, n11, n4, n15, l, i, q
b, b, a, n2, n2, n15, j, f, j
b, c, a, n15, n12, n12, r, m, i
c, a, b, n16, n16, n3, k, m, m
b, a, a, n9, n12, n15, e, m, l
d, c, c, n3, n1, n7, g, s, u
a, d, a, n7, n1, n9, l, j, q
a, d, a, n4, n15, n13, l, j, p
b, c, c, n4, n9, n1, m, t, h
a, d, d, n13, n10, n5, l, k, q
b, d, d, n9, n5, n16, u, l, q
c, a, c, n15, n3, n2, l, j, q
a, a, a, n11, n14, n6, e, u, i
b, b, d, n14, n16, n8, l, f, p
d, b, c, n11, n3, n4, l, q, m
c, a, b, n2, n13, n4, l, j, q
d, b, d, n2, n4, n10, l, q, m
b, c, b, n6, n15, n13, k, q, h
d, d, a, n15, n8, n12, l, j, q
c, a, b, n11, n13, n4, l, j, q
a, c, a, n13, n6, n5, f, h, m
b, c, a, n10, n7, n12, l, q, m
b, b, b, n11, n1, n15, r, l, i
b, b, a, n8, n16, n14, l, q, l
b, b, a, n12, n1, n14, q, m, u
d, b, c, n12, n11, n2, l, q, m
b, a, c, n15, n8, n13, q, h, r
b, d, a, n8, n14, n2, l, j, q
b, c, b, n6, n12, n10, l, j, q
b, b, a, n2, n7, n2, q, l, e
a, d, c, n7, n10, n15, l, j, q
b, c, a, n3, n14, n13, l, q, m
a, c, d, n14, n11, n14, l, f, p
a, a, b, n12, n6, n10, l, q, h
c, a, c, n16, n3, n11, q, h, r
b, d, a, n6, n8, n12, l, q, o
a, c, c, n3, n1, n5, l, t, h
d, b, c, n8, n6, n14, l, q, m
d, a, c, n16, n6, n1, h, s, u
b, c, c, n3, n1, n9, q, h, r
b, d, c, n1, n4, n7, k, j, r
c, a, b, n1, n14, n16, k, j, q
d, b, c, n2, n1, n8, g, s, u
c, d, d, n10, n15, n16, u, l, q
b, a, c, n8, n7, n12, q, h, r
a, a, a, n4, n7, n4, e, l, l
b, c, b, n3, n4, n2, u, u, j
a, d, d, n14, n6, n9, e, l, l
d, d, a, n7, n14, n9, r, r, e
c, d, c, n15, n15, n2, u, l, q
a, a, a, n7, n8, n3, e, u, i
b, b, a, n10, n11, n10, j, e, j
d, b, b, n14, n8, n6, g, t, u
a, d, c, n15, n12, n1, g, m, j
b, d, b, n7, n5, n4, l, q, h
c, b, c, n2, n1, n6, r, l, i
a, c, d, n10, n6, n8, l, f, p
c, d, c, n2, n6, n2, e, l, q
d, b, c, n15, n14, n2, l, p, h
d, d, a, n15, n11, n16, k, q, h
d, d, a, n3, n5, n15, l, j, q
c, d, d, n12, n3, n9, u, l, q
a, d, a, n8, n11, n4, e, l, l
b, b, a, n8, n7, n16, l, f, p
c, d, d, n2, n6, n7, u, l, q
a, d, c, n7, n11, n15, l, j, q
c, b, c, n5, n15, n8, r, l, i
a, d, a, n11, n15, n2, l, j, p
b, b, a, n11, n1, n5, l, f, p
a, c, c, n4, n13, n13, g, m, j
d, b, c, n1, n1, n12, l, q, m
d, d, a, n15, n9, n12, g, g, o
d, b, c, n7, n14, n12, l, q, m
d, b, c, n2, n16, n4, l, q, m
d, d, a, n11, n12, n1, m, t, h
a, d, a, n7, n7, n15, e, u, i
b, c, a, n2, n3, n15, l, q, m
b, a, a, n8, n15, n3, e, u, i
b, a, a, n15, n4, n3, j, e, j
b, a, a, n8, n14, n10, u, k, o
c, b, d, n6, n15, n5, j, e, j
b, a, a, n4, n12, n12, e, l, l
b, b, b, n6, n4, n10, r, l, i
a, a, a, n6, n6, n5, e, l, l
d, d, a, n3, n6, n7, m, t, g
c, b, c, n11, n4, n4, l, j, q
a, c, c, n2, n16, n16, l, i, q
d, d, a, n2, n12, n14, m, t, h
b, b, b, n4, n13, n2, r, l, j
b, a, b, n5, n3, n2, e, l, m
b, d, b, n8, n16, n13, l, j, q
b, a, c, n6, n10, n9, q, h, r
b, c, d, n8, n16, n9, f, h, m
a, a, a, n7, n13, n9, l, q, h
d, d, a, n2, n5, n14, g, g, p
d, d, a, n2, n3, n9, l, j, q
b, c, a, n13, n9, n6, l, q, m
b, b, a, n15, n1, n14, l, q, m
b, b, a, n2, n7, n4, q, m, e
a, d, a, n16, n14, n8, j, e, k
a, a, c, n10, n14, n9, q, h, s
d, d, a, n14, n5, n1, m, t, h
a, c, d, n1, n3, n15, f, h, m
b, a, c, n9, n7, n15, q, h, r
a, a, c, n13, n1, n6, q, h, r
b, a, c, n5, n5, n5, q, h, r
a, a, a, n2, n10, n13, e, u, i
b, b, b, n8, n14, n10, r, l, i
d, b, c, n16, n12, n4, l, q, m
d, d, b, n11, n5, n14, l, i, q
b, c, c, n2, n7, n7, e, u, i
a, c, d, n5, n4, n2, f, h, m
d, b, c, n8, n13, n14, l, q, l
d, d, a, n3, n15, n8, q, q, e
a, a, a, n15, n8, n8, l, q, h
b, a, c, n10, n12, n11, q, h, r
c, a, b, n9, n16, n10, l, j, q
c, a, b, n7, n15, n8, k, m, m
b, b, b, n6, n5, n3, r, l, i
b, c, b, n12, n8, n8, l, q, h
a, a, a, n8, n10, n10, l, q, h
c, c, c, n9, n7, n3, r, l, i
d, b, c, n9, n5, n14, g, s, u
b, c, a, n6, n12, n3, l, q, l
b, a, a, n3, n9, n11, u, k, p
a, a, a, n6, n9, n9, l, p, h
a, d, c, n12, n4, n13, l, j, q
a, d, a, n13, n11, n2, g, g, o
b, a, a, n6, n12, n11, u, k, m
a, c, c, n3, n11, n14, g, m, j
b, a, a, n5, n11, n2, u, k, o
c, d, a, n4, n15, n12, u, l, q
a, c, c, n11, n14, n12, q, h, r
b, a, b, n14, n8, n10, k, m, m
c, a, b, n14, n1, n13, k, m, m
a, a, a, n15, n2, n11, m, q, i
b, b, a, n12, n12, n10, j, e, j
b, a, a, n10, n7, n4, e, l, l
d, b, c, n3, n13, n7, l, q, m
b, c, b, n7, n14, n14, l, j, q
c, c, c, n9, n11, n7, l, j, q
a, c, d, n10, n4, n3, e, h, m
b, a, a, n9, n1, n2, u, k, o
b, a, a, n14, n15, n9, u, k, o
b, a, c, n10, n8, n4, q, h, r
b, b, a, n9, n1, n6, q, o, e
c, b, c, n11, n2, n2, j, e, j
b, c, a, n12, n10, n14, l, q, m
b, c, b, n8, n2, n2, l, q, h
b, a, c, n4, n8, n11, q, h, r
b, c, a, n1, n7, n6, m, q, l
b, a, b, n2, n15, n9, q, h, r
b, b, a, n8, n5, n8, q, m, e
a, d, a, n1, n8, n11, j, e, j
c, b, c, n14, n8, n9, r, l, i
d, a, a, n2, n1, n15, e, t, i
a, c, d, n5, n10, n12, l, f, p
a, a, a, n12, n7, n13, l, q, h
a, c, d, n5, n14, n7, m, t, h
b, a, d, n8, n3, n3, e, e, i
a, d, c, n14, n16, n1, q, h, r
c, d, d, n3, n8, n1, u, l, q
c, a, b, n8, n10, n6, l, j, q
d, d, a, n11, n6, n3, l, j, q
d, d, a, n5, n3, n13, l, j, q
a, c, c, n8, n2, n10, g, m, j
b, c, a, n2, n2, n7, j, e, j
c, d, d, n3, n10, n10, u, l, r
a, c, c, n4, n9, n12, m, t, h
d, d, d, n16, n4, n1, t, l, q
c, d, d, n8, n13, n3, u, l, q
a, a, a, n16, n1, n13, e, u, i
a, a, a, n2, n13, n16, e, e, i
d, b, b, n13, n1, n10, l, q, m
d, d, a, n12, n1, n12, m, t, h
c, b, c, n15, n16, n4, q, l, i
a, c, d, n15, n6, n14, m, f, p
c, d, d, n10, n9, n15, u, l, q
c, d, d, n8, n8, n9, u, l, q
b, d, c, n12, n2, n5, l, j, q
b, a, a, n7, n13, n15, e, k, o
a, d, a, n6, n10, n14, j, e, j
a, c, c, n6, n4, n1, m, t, h
a, b, c, n11, n10, n12, m, t, h
a, a, a, n11, n1, n16, l, q, h
c, b, c, n10, n1, n11, r, l, i
c, d, d, n6, n12, n6, u, l, p
c, d, d, n13, n8, n7, u, l, q
a, d, c, n14, n1, n15, l, j, q
b, b, b, n12, n10, n9, r, m, i
a, a, a, n13, n6, n2, l, q, h
b, a, c, n7, n13, n8, q, h, r
b, a, c, n4, n7, n8, q, h, r
d, d, a, n7, n2, n16, q, r, e
a, a, a, n6, n2, n16, e, u, i
b, a, c, n15, n4, n9, q, h, r
d, d, a, n14, n9, n16, m, t, h
c, a, b, n11, n11, n14, l, j, q
b, c, b, n14, n3, n15, l, q, h
c, a, b, n3, n13, n5, l, j, q
b, a, a, n7, n8, n9, g, m, j
a, b, a, n11, n16, n4, q, m, e
c, a, b, n5, n2, n5, l, j, q
a, d, a, n2, n12, n2, l, j, q
a, a, a, n3, n1, n4, l, q, h
a, c, d, n14, n16, n3, f, h, m
b, b, b, n15, n1, n5, r, l, i
c, a, b, n10, n15, n4, l, j, q
d, b, c, n8, n12, n2, l, q, m
b, c, b, n14, n4, n12, l, q, h
b, b, b, n13, n4, n13, r, l, i
d, a, c, n14, n12, n8, l, q, m
d, d, a, n13, n1, n10, l, j, q
d, b, c, n16, n13, n3, e, u, i
b, b, c, n10, n6, n4, r, l, j
a, a, a, n8, n3, n16, e, u, i
b, c, a, n5, n4, n11, l, q, h
a, d, a, n13, n15, n3, k, u, j
c, a, d, n7, n10, n13, u, l, o
b, c, b, n3, n5, n7, l, q, h
d, b, c, n2, n9, n9, l, q, g
b, d, a, n4, n3, n14, f, l, l
c, a, d, n2, n9, n4, u, l, q
a, c, c, n13, n6, n6, m, t, h
c, a, b, n7, n7, n1, k, m, o
c, b, c, n7, n4, n14, j, e, j
d, d, a, n5, n1, n3, m, t, h
c, a, d, n10, n1, n3, u, l, q
b, a, c, n13, n6, n13, q, h, r
d, d, a, n13, n4, n3, m, t, h
c, a, b, n3, n1, n16, l, k, q
d, d, a, n9, n13, n15, m, q, h
c, c, b, n6, n9, n6, l, k, q
a, d, a, n13, n12, n11, j, e, j
b, c, c, n2, n9, n7, r, h, r
c, c, a, n14, n10, n14, j, e, j
c, b, c, n3, n11, n11, l, q, m
c, a, b, n7, n8, n2, k, m, m
d, b, c, n10, n9, n5, l, q, h
c, d, a, n16, n2, n16, g, g, o
b, a, c, n7, n14, n15, q, h, r
a, d, c, n1, n11, n8, l, j, q
d, a, a, n8, n9, n1, f, g, o
d, d, a, n15, n7, n2, g, f, o
b, c, a, n11, n7, n7, l, q, m
d, b, c, n9, n15, n4, m, q, m
a, d, a, n12, n5, n6, l, j, q
b, a, a, n15, n4, n13, t, k, o
b, a, a, n3, n10, n6, e, l, l
c, d, d, n14, n6, n7, u, l, q
d, b, c, n11, n12, n16, l, q, m
d, d, a, n13, n1, n6, e, u, i
b, b, a, n5, n8, n9, j, e, j
a, d, c, n13, n2, n15, f, m, j
a, c, b, n15, n5, n2, l, q, h
d, c, c, n11, n11, n7, l, r, m
a, d, a, n12, n9, n16, l, j, p
d, d, a, n15, n12, n10, l, j, q
a, d, c, n4, n9, n15, l, j, q
a, d, d, n5, n8, n13, l, i, q
d, b, c, n9, n10, n8, g, s, u
b, b, b, n12, n14, n10, r, l, i
a, a, a, n14, n7, n5, l, q, h
c, b, c, n7, n1, n11, j, e, j
a, b, d, n9, n7, n7, f, h, m
c, c, c, n9, n13, n10, l, j, q
a, a, a, n3, n14, n13, m, q, h
b, b, b, n14, n1, n11, p, m, e
a, c, c, n15, n4, n3, f, o, j
