% continuousInputs: false
% addNoisyOutputs: false
% inputNoiseProbability: 0.1
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$IndependentGenerator
% resultRows: 10000
% Number of instances before adding noise (numInputsVectors): 20
% numInputVectors: 20
@RELATION 'synthetic: -c -6 '
@ATTRIBUTE x1 {a, b, c, d}
@ATTRIBUTE x2 {a, b, c, d}
@ATTRIBUTE x3 {a, b, c, d}
@ATTRIBUTE class1 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class2 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class3 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class4 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class5 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class6 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@DATA
a, a, b, k, q, p, o, f, h
d, b, c, i, j, j, i, s, r
b, c, a, k, f, f, r, s, j
c, c, a, f, f, h, r, g, q
b, a, a, l, q, l, m, o, m
c, a, a, i, o, i, s, r, i
d, a, a, r, i, h, g, s, u
b, a, a, m, q, u, l, q, u
a, a, b, h, k, p, o, g, g
c, a, d, h, q, h, h, q, l
b, b, d, u, h, s, g, j, u
a, d, b, p, s, h, r, e, l
d, a, a, m, o, r, g, j, f
c, c, d, j, f, s, k, s, o
a, a, b, q, j, u, t, g, l
a, d, b, s, t, i, g, p, m
a, c, c, f, p, k, s, p, j
a, d, c, s, u, j, q, j, u
c, b, d, h, e, t, g, u, j
b, b, b, r, r, k, m, e, o
b, a, c, p, u, s, i, t, l
b, b, d, k, q, o, i, j, u
b, c, a, g, s, k, r, f, t
c, b, d, p, t, p, j, q, f
a, d, a, r, f, i, k, e, k
c, a, d, i, o, f, o, r, e
c, b, d, e, m, t, h, u, h
b, d, a, g, q, g, l, f, u
c, c, a, r, g, g, u, f, e
c, c, a, o, f, e, f, h, q
b, d, a, e, k, g, m, p, t
b, b, b, p, g, r, q, t, s
d, a, d, q, f, s, u, m, q
c, c, a, s, q, l, m, g, t
a, c, c, l, j, k, i, f, g
b, a, a, j, t, l, h, o, g
b, b, d, i, q, s, i, f, i
a, c, d, h, t, k, j, h, l
d, a, d, g, u, i, l, m, h
b, b, b, i, l, g, m, e, l
b, a, d, p, u, s, i, q, h
d, a, a, r, o, s, l, h, j
a, c, a, f, e, j, e, g, t
a, d, d, t, h, s, s, g, f
c, d, a, h, p, h, h, r, q
d, b, b, p, k, j, i, s, g
d, b, c, i, k, j, o, l, l
a, d, b, p, s, i, k, o, i
b, a, d, q, m, p, i, s, j
d, d, a, f, o, s, h, f, j
b, a, d, l, u, h, h, j, p
b, b, b, s, e, l, l, g, h
c, a, d, h, j, s, h, u, e
d, b, c, g, k, j, k, r, p
a, d, a, g, r, t, h, f, o
a, b, b, p, o, s, l, f, e
b, a, a, t, u, o, j, q, k
b, d, a, s, i, m, h, r, o
a, a, b, m, l, p, u, j, t
a, c, c, s, t, k, k, u, h
d, c, c, o, j, k, t, u, j
d, c, a, f, u, s, h, t, k
c, c, d, r, e, i, r, s, l
b, c, c, i, q, o, t, e, s
b, c, a, o, f, k, i, f, e
d, d, a, f, t, s, t, l, f
a, a, b, j, g, f, s, j, q
a, c, c, h, j, j, s, u, u
a, d, a, t, e, j, k, i, o
b, b, b, s, l, u, e, e, h
d, a, c, g, m, j, o, s, m
b, a, a, l, u, j, i, j, m
c, a, d, h, q, q, g, j, i
d, d, a, f, q, u, i, e, o
b, c, a, o, i, g, u, f, e
b, a, d, p, k, s, i, k, j
d, a, a, m, i, h, l, j, f
d, b, c, p, m, j, q, r, l
d, b, c, p, m, i, q, s, l
c, a, d, m, p, s, t, r, g
a, d, a, t, u, f, u, j, g
a, c, c, g, q, s, o, u, p
d, a, b, i, i, h, u, h, q
b, c, a, g, i, g, k, f, u
b, b, c, t, l, o, h, s, t
d, b, c, p, m, j, k, s, p
b, c, c, t, p, l, o, f, g
d, b, b, p, s, q, t, f, k
a, d, b, s, i, i, r, t, t
b, d, a, h, i, m, m, u, i
b, d, a, r, s, o, f, t, p
d, d, a, f, k, h, t, l, h
d, b, b, u, s, k, l, f, h
c, c, a, u, e, p, f, s, i
d, d, a, f, r, k, j, j, i
d, c, c, p, k, j, i, s, g
d, b, c, g, l, j, q, s, i
b, b, d, k, q, p, g, t, l
b, a, a, g, g, l, m, r, t
a, d, b, s, f, i, s, t, k
d, a, a, t, h, h, g, m, f
b, b, d, k, e, o, i, r, l
d, d, a, f, f, t, l, l, j
d, b, c, i, m, j, o, s, g
a, c, d, o, r, k, o, t, j
b, a, b, l, i, u, e, t, g
d, d, a, f, h, f, f, t, j
a, c, c, r, q, s, p, h, i
a, a, b, l, g, f, s, t, e
a, c, c, g, r, s, r, f, l
d, d, a, f, o, f, q, e, h
c, a, d, h, o, r, h, r, g
a, d, b, i, i, i, m, p, m
d, d, d, f, k, r, f, j, f
c, b, c, f, s, r, i, m, k
b, a, d, m, q, t, i, q, m
c, b, c, p, s, r, o, i, k
c, c, a, s, f, q, k, g, m
a, c, c, h, t, s, s, f, l
d, a, d, q, f, r, r, h, l
d, a, d, s, s, q, t, g, p
b, d, d, q, k, j, i, t, h
b, d, b, i, i, i, o, i, i
d, d, a, f, q, u, h, j, h
d, b, a, u, t, l, h, f, f
d, a, d, s, u, o, g, g, h
a, d, b, q, m, f, h, g, f
c, d, a, p, f, u, f, s, u
d, d, a, f, f, s, l, o, u
d, d, a, f, u, q, j, f, l
b, b, d, f, j, t, g, j, u
d, d, a, f, s, k, h, j, f
a, a, b, f, j, t, t, f, l
c, a, d, o, t, s, i, o, r
b, b, d, t, u, p, g, q, r
d, a, a, l, i, s, g, k, j
b, b, c, s, j, l, g, l, t
d, a, a, q, k, m, o, q, f
c, a, c, p, m, p, i, q, h
a, c, c, s, j, k, f, i, h
b, c, a, q, e, k, h, f, l
a, d, a, f, e, p, i, j, f
d, a, d, s, s, l, e, k, g
a, d, b, r, q, i, t, e, p
d, a, a, f, k, r, f, u, m
b, a, d, p, q, o, i, t, f
d, a, a, r, i, j, g, u, u
c, c, c, o, s, r, f, f, l
b, d, b, p, k, t, o, l, p
a, a, b, s, s, t, h, h, k
b, c, a, o, i, k, h, f, p
a, c, c, g, t, s, o, i, p
c, a, d, p, l, s, i, p, h
d, a, d, e, f, k, u, h, s
a, a, b, f, s, t, o, l, p
d, a, a, q, l, e, l, u, f
b, b, d, h, q, k, i, q, m
d, a, a, k, k, u, k, l, f
a, a, b, u, s, h, m, s, g
b, b, b, t, r, r, t, e, i
b, a, d, p, e, j, i, u, q
a, a, b, h, i, p, r, o, e
c, d, d, p, e, s, i, t, q
a, d, b, s, i, i, u, t, p
d, a, a, r, k, p, r, t, e
b, d, d, f, r, l, h, o, p
b, b, a, g, m, l, p, f, k
d, a, a, j, i, r, s, r, e
c, a, d, s, o, k, o, p, l
c, a, d, o, p, f, u, p, l
a, a, b, p, p, s, h, m, l
c, a, d, h, o, j, g, t, j
d, b, b, u, f, k, p, j, o
b, a, a, h, p, u, g, f, r
c, c, c, t, t, r, h, f, r
a, c, c, f, q, k, k, g, g
b, a, d, p, k, s, i, t, f
b, d, a, e, p, r, m, s, p
a, a, a, f, k, t, o, m, i
a, d, c, i, j, s, h, s, j
b, c, a, r, q, k, l, f, s
a, b, d, h, q, q, g, i, l
d, a, a, j, j, o, l, q, u
d, a, d, q, f, t, m, m, l
d, c, a, f, o, h, h, j, i
c, c, a, j, f, o, k, s, u
a, a, b, j, k, t, r, h, k
d, b, b, s, p, q, t, f, k
b, a, a, t, r, i, e, o, r
b, a, a, o, q, i, u, j, l
a, d, b, i, f, i, k, i, l
d, b, d, p, m, k, q, s, s
a, a, b, j, i, u, l, e, h
d, a, a, h, o, s, u, q, u
a, d, a, j, h, f, o, f, o
a, d, b, p, h, i, q, p, i
d, a, d, s, u, k, t, i, p
b, a, a, s, q, j, o, o, m
a, b, c, i, j, s, s, f, m
b, c, a, g, i, h, q, f, p
c, a, d, p, e, j, i, o, f
b, a, a, f, h, s, f, o, o
b, b, c, m, l, l, f, j, g
c, a, a, s, r, p, o, p, l
c, c, a, h, f, f, f, s, i
d, b, b, s, t, k, i, f, p
b, b, d, t, q, s, g, q, i
d, d, a, f, q, p, h, o, j
b, b, c, m, q, o, g, t, t
b, b, d, q, q, q, h, j, u
b, d, a, r, q, m, m, g, p
a, c, c, f, h, k, h, f, l
d, c, c, j, q, k, f, s, j
c, c, a, p, f, t, f, g, o
b, a, d, o, k, s, i, o, f
b, a, d, h, q, p, i, j, r
a, a, b, g, p, j, i, o, h
c, c, c, m, s, g, s, l, l
b, b, c, t, e, l, o, t, q
c, c, a, r, f, u, r, g, l
d, b, b, u, f, k, m, j, h
c, a, d, h, g, r, o, p, i
c, a, d, k, m, i, t, e, l
a, c, d, i, q, s, r, t, j
a, c, c, g, j, s, e, s, u
c, c, c, h, s, r, j, e, l
b, b, d, u, r, s, f, q, u
d, a, d, p, f, m, f, p, k
d, b, b, s, p, q, i, f, p
b, c, a, o, q, k, h, f, m
d, c, a, p, t, q, h, f, f
b, d, a, j, m, g, h, u, m
d, d, c, i, f, i, s, e, l
c, d, d, k, k, r, e, e, h
d, b, b, m, p, k, g, f, l
a, a, b, r, o, e, j, o, p
b, b, b, e, g, l, m, s, r
d, d, a, f, t, k, l, j, h
b, c, a, r, j, h, t, f, o
a, c, c, k, u, t, f, f, f
a, a, a, s, l, u, r, p, u
d, a, d, i, u, q, s, s, l
a, d, b, r, i, i, r, p, o
d, a, a, g, g, s, g, j, u
d, a, d, g, f, o, j, i, s
b, c, c, o, t, k, p, s, j
b, b, d, o, q, e, i, s, i
d, d, a, f, g, r, o, f, l
a, c, c, g, j, k, p, i, i
d, a, d, p, u, k, t, t, k
a, b, c, m, g, l, e, k, g
c, c, d, q, s, r, h, e, r
b, b, d, h, h, t, g, q, r
d, b, b, t, p, k, h, j, f
b, a, d, t, t, e, i, j, s
b, b, c, m, g, l, t, t, r
b, b, d, t, s, s, g, f, s
d, d, a, f, t, t, h, l, l
c, c, b, p, s, r, f, s, j
a, a, a, l, q, i, q, o, h
b, d, a, e, g, f, m, f, o
d, d, a, f, j, p, q, g, p
b, a, d, p, u, k, j, l, f
d, a, a, j, l, i, k, i, h
c, a, b, o, q, f, i, o, o
d, a, d, m, u, r, l, j, k
a, b, d, t, t, p, g, j, u
d, d, a, g, t, o, l, p, k
d, c, c, k, m, k, i, s, l
c, d, c, k, s, r, r, s, r
b, c, c, o, h, k, e, u, l
b, a, a, l, p, p, s, o, h
d, d, a, f, k, t, t, f, i
a, b, d, h, q, q, i, t, u
b, b, c, l, j, l, f, j, g
a, c, c, r, t, s, p, t, p
d, b, b, i, u, k, i, j, k
b, b, d, i, h, t, i, j, s
b, b, b, e, o, r, m, q, g
d, b, b, s, t, k, h, f, h
b, c, b, f, k, h, g, e, s
b, a, a, s, q, f, s, p, p
d, d, a, f, u, s, j, l, r
d, b, b, u, s, k, t, f, h
d, a, d, g, f, q, e, t, p
a, a, b, g, i, p, g, s, t
a, d, a, t, e, j, l, g, m
d, d, c, u, j, l, o, p, e
b, a, a, l, u, o, e, j, k
a, a, b, k, i, p, j, t, r
a, a, c, s, i, t, j, e, l
b, d, a, k, t, f, m, t, o
a, c, b, p, k, i, k, t, o
b, d, a, e, l, m, h, t, p
a, a, a, j, l, j, r, f, p
d, a, a, p, j, g, s, r, g
a, c, c, s, j, s, s, u, o
b, a, d, p, h, s, i, t, r
c, c, c, m, s, g, e, f, l
d, b, b, s, u, k, q, f, p
d, d, a, f, o, o, g, j, o
a, d, a, j, h, g, e, e, f
a, c, c, r, t, l, r, t, e
b, c, a, r, i, k, t, g, m
a, d, a, t, l, t, k, f, f
a, b, b, h, q, j, j, r, k
d, a, d, h, s, q, s, l, s
d, a, a, k, o, e, l, o, f
d, a, d, h, f, k, g, m, k
b, a, a, t, u, g, u, j, u
a, d, a, q, m, i, k, q, q
d, a, d, s, u, o, f, j, u
c, c, a, k, g, s, f, h, i
d, a, d, h, u, k, g, p, h
c, c, c, q, s, g, f, q, l
d, a, a, k, m, f, s, p, u
d, c, c, o, h, s, e, m, j
a, c, b, g, j, k, e, t, h
a, a, b, k, q, u, r, u, h
b, d, a, q, r, s, h, t, l
d, a, d, q, u, r, r, e, l
b, b, b, j, e, h, p, g, t
b, b, d, o, s, q, j, q, r
a, d, a, g, q, f, p, j, h
a, a, b, p, i, r, j, q, h
b, c, c, o, j, s, f, p, j
a, d, a, h, l, m, k, g, l
b, a, a, l, e, f, s, j, i
a, d, c, r, j, k, u, u, u
a, c, c, g, t, k, p, s, j
d, d, a, f, o, p, o, g, k
a, d, a, g, f, j, p, i, o
a, c, c, o, q, k, p, u, p
a, d, a, j, t, s, m, u, t
b, a, d, m, j, s, h, r, e
c, c, a, o, f, r, q, h, k
b, b, c, t, j, o, g, h, g
d, b, b, r, s, k, p, j, o
b, a, a, p, l, s, i, q, f
d, b, b, s, p, k, p, f, o
c, c, a, p, f, k, f, t, k
b, a, a, l, q, j, s, m, j
d, b, b, k, m, j, o, r, g
b, b, b, g, h, h, e, e, t
c, a, d, q, j, h, m, r, t
a, c, c, i, j, s, s, t, o
d, a, d, m, t, s, m, k, h
a, c, c, h, h, s, r, t, j
a, c, c, u, t, s, i, m, f
b, d, d, p, m, u, i, u, r
a, d, a, f, h, e, u, t, h
b, b, d, k, q, t, g, f, l
b, a, a, f, e, u, k, j, j
c, c, a, k, f, p, f, t, p
b, a, d, p, l, k, i, u, h
a, d, b, r, k, i, r, p, u
c, a, d, o, g, s, o, f, m
d, a, a, e, t, r, f, p, j
a, d, a, f, g, q, f, o, f
b, b, c, i, j, l, t, m, t
b, c, a, s, f, g, r, f, o
d, a, a, e, i, s, r, i, u
d, d, a, f, q, u, o, g, t
a, d, b, s, q, h, l, u, p
a, c, c, i, t, s, i, f, e
c, c, c, q, s, r, r, i, k
c, b, b, m, q, l, t, u, g
a, d, a, g, l, j, e, i, g
c, c, c, t, s, r, j, i, l
b, c, a, g, i, g, k, f, g
c, c, a, s, f, e, r, s, i
b, d, a, f, i, f, m, p, i
a, c, c, j, j, s, r, u, h
a, c, c, h, t, k, o, h, l
a, a, b, s, i, t, l, g, h
d, d, a, f, k, e, h, f, g
b, d, d, i, m, k, g, g, q
c, a, d, k, g, h, m, e, i
d, d, a, f, k, u, j, h, i
d, d, a, f, l, q, f, l, l
b, b, b, k, l, r, f, s, i
b, b, d, s, t, k, i, j, m
b, b, d, o, j, g, m, f, s
c, c, c, l, s, o, j, e, r
a, b, c, i, i, k, r, e, p
c, c, a, u, f, i, j, s, p
b, b, a, k, s, p, j, j, o
d, d, a, f, m, q, h, f, e
b, c, c, l, h, l, t, u, s
d, d, a, f, h, m, f, l, f
b, a, a, s, u, r, l, j, o
b, b, c, l, u, l, g, k, q
c, c, c, q, s, q, j, p, s
a, a, b, h, k, s, e, g, i
b, a, a, p, s, s, i, k, k
a, d, b, s, k, i, u, i, u
d, a, a, k, l, h, r, s, u
d, b, b, i, s, k, s, f, e
d, d, a, f, t, p, l, g, l
b, b, d, t, e, p, f, s, i
b, a, a, m, p, o, e, q, p
d, a, d, m, g, i, m, g, g
a, d, b, i, h, i, j, p, l
b, d, a, r, m, r, t, o, e
b, c, d, j, h, s, i, r, l
b, a, d, o, s, j, i, k, f
d, b, b, i, t, k, i, e, f
c, c, c, g, s, g, j, g, s
c, c, a, s, f, l, r, s, i
a, a, b, g, l, h, q, g, e
a, a, b, f, i, u, p, g, e
b, d, a, o, f, k, r, f, o
b, c, c, f, s, r, f, u, k
d, c, c, k, k, j, i, p, p
a, a, b, h, q, u, h, r, g
c, a, d, r, h, r, t, q, h
c, d, c, m, s, s, f, p, j
c, b, b, k, e, l, f, q, o
a, d, c, j, j, s, h, p, h
b, c, a, o, q, k, l, f, s
a, a, b, j, i, p, r, t, k
b, b, b, l, m, l, f, u, t
a, b, b, s, p, q, i, f, l
b, d, a, f, i, o, m, r, h
c, c, c, l, s, r, u, f, r
b, b, b, m, j, r, q, q, i
a, d, a, j, k, j, s, i, p
b, b, a, t, e, s, g, j, i
d, a, d, p, g, g, i, q, l
d, a, a, o, l, m, f, m, u
d, d, a, f, g, k, p, o, l
b, b, c, i, f, l, e, k, t
b, b, b, k, m, h, t, g, f
c, a, d, o, o, t, t, i, g
c, c, a, m, f, j, r, s, f
a, a, a, g, u, s, l, o, h
c, c, a, r, f, o, r, s, u
d, b, b, i, f, q, m, f, o
c, c, c, p, s, r, h, l, r
d, b, c, i, m, j, k, l, r
c, a, d, i, i, t, u, k, t
a, d, b, r, i, i, k, p, l
c, c, a, h, f, r, f, s, o
a, d, a, g, r, o, u, i, p
a, c, c, f, p, t, e, i, h
b, b, c, g, t, l, e, r, g
d, b, c, i, k, j, p, p, g
b, a, a, s, q, u, e, o, f
c, a, c, h, g, s, t, u, l
b, c, a, r, r, k, g, f, p
a, b, d, p, q, k, j, u, l
a, c, d, j, j, k, o, r, g
c, c, c, j, s, g, o, e, l
c, a, d, f, p, r, e, f, k
b, a, a, h, u, r, s, o, u
d, a, a, u, i, o, g, h, k
d, d, a, i, e, k, e, g, f
d, a, d, f, e, h, l, e, p
c, a, d, p, t, r, i, q, r
c, c, a, u, f, u, r, s, t
c, c, a, r, f, u, r, t, q
a, c, c, o, h, k, r, p, p
c, c, c, e, s, o, u, s, l
a, a, d, q, f, s, k, t, g
a, c, c, r, q, t, o, f, i
d, d, a, f, t, m, p, o, p
b, b, b, m, e, r, l, q, q
d, b, c, p, m, j, i, s, h
a, c, c, g, h, s, p, q, p
c, a, d, i, g, m, t, r, t
c, b, b, i, s, q, i, j, o
b, a, d, p, t, r, i, u, h
d, d, a, f, t, u, l, l, f
a, b, c, h, f, o, o, t, g
c, a, d, i, k, i, h, q, l
c, b, d, o, s, o, g, r, o
a, c, c, k, p, k, p, u, h
b, a, d, p, o, p, i, u, r
a, c, c, l, t, k, f, p, f
c, a, d, i, g, u, h, u, l
d, d, a, f, h, e, h, o, m
c, d, d, e, f, k, f, p, s
a, d, b, g, e, t, h, g, l
d, b, c, p, m, j, e, t, s
d, b, c, i, k, j, k, s, p
b, a, d, h, r, i, o, j, k
d, a, a, r, s, l, e, e, l
a, c, a, o, q, k, i, f, u
a, d, a, g, h, p, g, f, j
c, c, a, h, f, o, k, s, k
a, a, b, h, k, u, r, j, k
d, c, b, p, t, k, t, g, l
a, c, d, l, t, l, o, t, j
d, d, a, g, q, u, q, h, l
b, a, a, o, g, h, m, q, t
b, a, b, m, q, p, l, j, u
a, c, c, f, q, k, t, s, g
b, c, a, o, i, k, h, f, m
b, d, a, s, m, r, m, g, t
c, a, d, m, p, s, t, q, t
d, b, d, g, k, h, i, r, f
b, b, d, t, e, t, i, u, m
a, c, c, i, h, s, e, h, j
d, a, a, q, l, e, g, r, j
b, b, b, o, i, h, u, q, o
a, c, c, h, h, s, f, s, k
c, c, c, p, s, r, h, l, o
b, b, d, i, q, p, i, r, s
d, d, a, f, l, t, h, e, j
d, b, c, g, k, k, q, r, l
b, a, b, l, r, m, q, s, g
b, a, d, p, i, p, i, s, r
a, b, c, i, m, j, i, s, q
b, a, a, t, h, i, s, o, u
b, a, a, m, u, p, e, o, i
c, a, d, i, g, j, h, q, l
b, b, c, h, h, k, i, q, l
d, d, a, f, t, f, f, l, j
b, a, d, t, q, i, m, o, l
c, a, d, l, j, j, h, r, g
d, a, d, j, f, i, f, l, p
a, c, d, j, j, s, i, s, h
c, c, a, j, f, p, r, s, h
c, b, c, f, s, o, u, f, r
a, d, a, f, r, p, l, f, h
a, c, c, h, j, s, j, p, l
a, d, a, t, o, u, q, i, o
b, b, c, t, m, o, o, u, g
d, d, a, f, o, e, p, j, g
b, a, d, p, s, s, i, s, s
b, a, a, e, p, i, m, m, u
a, a, b, f, i, u, l, e, k
b, b, c, l, l, o, o, q, s
a, a, b, q, f, i, j, i, u
a, c, c, j, j, s, o, p, k
c, d, d, h, p, t, p, e, g
c, c, a, j, f, r, r, t, u
d, d, a, f, q, s, l, p, k
b, a, c, p, m, s, i, u, f
d, a, a, p, e, u, f, i, u
d, b, c, p, k, j, o, p, p
d, b, b, t, p, q, k, f, h
a, d, a, i, l, m, k, j, l
a, c, c, g, p, s, e, h, u
a, a, b, i, k, j, k, e, l
d, a, c, f, u, q, l, p, s
d, d, a, f, q, l, o, t, g
a, d, a, s, h, f, o, g, p
b, a, d, p, p, j, i, u, f
b, a, d, p, m, j, i, q, h
d, a, c, s, e, t, t, r, p
a, d, b, s, i, i, s, t, i
b, b, d, t, j, r, g, r, l
b, b, b, g, g, r, m, s, g
b, a, d, p, e, p, i, u, h
d, a, d, o, u, r, k, h, p
b, c, d, j, r, k, i, f, p
b, d, a, r, o, o, m, q, p
a, d, a, g, s, j, o, f, q
d, b, b, u, f, k, i, k, o
d, b, b, s, s, k, h, f, h
b, c, a, h, m, u, m, r, u
a, d, a, f, s, t, g, f, o
b, b, d, t, h, p, g, q, u
a, d, a, i, h, j, i, i, j
a, d, b, p, q, i, q, e, i
d, b, b, i, t, k, m, f, l
b, d, a, s, o, h, l, p, o
d, b, c, p, l, j, o, l, f
a, c, c, h, j, k, i, g, h
b, c, a, e, k, o, m, o, t
a, d, a, i, r, u, m, g, m
d, a, d, g, t, g, f, l, g
c, c, c, u, s, o, h, o, s
d, b, b, u, s, q, i, j, l
a, c, c, i, q, k, s, i, h
a, c, c, o, s, s, r, i, p
a, c, c, h, s, s, o, u, h
b, b, d, l, j, o, t, f, t
c, a, d, l, p, r, h, p, g
d, b, c, j, k, j, q, r, s
a, a, b, s, m, s, p, m, l
b, b, d, k, e, u, g, r, u
d, d, a, f, l, s, f, j, h
b, d, a, f, m, s, h, o, g
d, b, b, o, s, k, u, j, f
c, a, d, k, o, t, g, t, g
d, b, b, s, f, q, t, j, h
b, b, a, u, g, l, f, e, t
a, c, c, m, h, s, o, i, p
c, a, d, e, h, r, o, q, e
d, a, d, f, f, m, l, g, p
b, b, b, l, r, r, s, e, f
d, a, a, t, s, k, r, g, u
d, b, c, p, k, j, k, s, l
d, b, c, p, l, j, o, s, i
a, c, c, g, j, s, r, i, p
d, b, c, g, k, j, q, r, l
b, c, a, f, r, k, g, f, k
d, b, c, h, m, j, o, s, m
d, b, c, k, k, k, o, s, s
a, d, a, k, h, t, o, f, t
d, b, c, l, m, j, k, s, p
b, d, a, h, g, m, m, f, h
c, c, a, h, g, u, j, s, o
b, b, d, p, e, k, h, q, r
a, d, a, j, l, o, l, g, q
a, c, c, e, q, k, k, f, f
d, d, a, f, u, o, g, e, f
c, c, a, m, f, f, f, g, j
c, a, d, r, o, t, o, e, l
a, c, c, o, j, k, r, t, p
c, c, a, h, f, p, k, g, k
a, a, b, f, m, i, s, l, k
a, d, a, l, r, o, l, i, f
a, c, c, j, q, k, e, p, h
d, c, a, j, f, s, k, s, o
d, a, a, g, i, m, f, l, j
b, b, b, e, g, l, p, s, i
c, a, d, o, j, s, t, r, i
c, c, a, h, f, j, f, s, k
c, a, d, h, g, i, h, f, e
b, b, b, g, r, r, m, q, h
b, b, d, h, r, u, f, q, m
d, b, c, p, k, j, q, p, h
c, a, d, i, g, f, h, o, e
d, b, b, t, s, k, o, f, o
d, a, a, m, l, e, r, p, j
b, d, a, s, g, t, h, t, p
b, a, a, t, u, f, s, f, l
d, d, d, p, u, g, g, q, k
d, b, c, g, m, j, q, s, l
b, b, d, o, h, t, g, r, u
a, b, c, i, m, o, f, k, q
d, a, d, o, j, s, r, s, u
b, b, c, t, f, o, s, t, g
b, a, a, l, t, f, l, o, p
b, b, d, o, r, e, g, q, o
c, c, c, r, s, o, o, p, s
b, b, c, i, t, o, t, k, g
c, c, c, j, s, m, i, k, r
b, b, d, h, e, t, h, f, r
b, a, a, h, q, h, h, j, k
c, c, c, f, t, g, r, g, k
b, a, a, l, r, o, l, o, p
b, b, d, u, j, p, i, q, u
a, b, b, i, r, h, f, e, t
d, a, a, q, k, e, k, r, e
a, d, b, r, i, i, k, q, m
c, a, d, m, o, s, t, r, t
a, d, b, p, f, i, t, p, u
a, c, c, f, t, s, e, u, l
c, a, d, i, f, t, h, f, e
a, a, b, k, l, t, f, t, k
d, b, c, g, m, j, q, p, l
b, a, d, p, l, s, i, k, h
b, b, c, s, q, o, e, u, g
b, c, b, g, s, g, j, p, k
b, b, d, k, j, s, i, r, l
d, d, a, f, m, t, p, o, i
a, a, c, e, s, f, l, h, g
c, c, a, s, f, r, r, s, g
c, c, b, q, f, e, e, t, o
b, a, b, p, e, u, m, q, t
c, b, b, s, s, k, t, j, o
a, d, b, r, m, h, g, u, i
c, c, b, g, t, o, j, e, r
d, b, b, p, p, k, i, e, k
d, a, a, i, h, s, l, s, u
b, b, b, p, k, s, p, g, m
c, a, d, r, j, h, h, f, e
d, a, d, m, u, l, f, k, l
a, c, c, f, h, k, h, t, f
d, d, a, f, k, o, l, t, k
a, d, a, t, e, f, p, i, m
b, c, a, s, f, k, k, s, u
d, a, b, e, k, r, p, f, j
b, a, a, f, r, s, u, j, e
b, b, d, k, s, s, g, q, j
a, a, b, f, s, s, o, m, p
a, a, b, j, q, f, r, t, q
a, c, b, g, t, k, r, u, p
d, a, d, e, f, g, l, l, h
d, a, a, s, t, k, f, g, k
d, d, a, f, g, l, i, f, r
b, b, c, t, h, o, g, q, t
d, c, c, i, t, t, f, m, p
a, a, b, h, i, f, o, t, p
a, a, b, i, t, r, u, e, k
d, a, d, m, f, k, k, j, p
a, c, c, o, j, k, r, u, p
b, a, d, p, k, r, i, l, f
d, b, c, k, m, j, q, s, l
a, c, c, u, q, r, u, s, h
a, d, c, r, s, k, i, u, f
c, c, a, j, j, g, m, f, o
a, c, a, t, h, i, u, f, h
d, b, b, s, s, q, m, f, o
a, d, d, s, s, s, q, j, o
b, c, a, o, i, g, k, f, k
c, c, a, s, f, o, k, h, o
c, a, a, m, p, j, j, q, i
a, d, a, i, e, e, l, f, e
a, c, c, o, p, s, e, i, h
d, b, b, u, s, p, h, f, h
b, d, a, s, o, h, o, o, p
a, d, a, i, h, l, e, f, o
a, c, c, o, q, k, s, u, j
c, a, a, r, g, k, h, o, g
b, d, a, i, p, l, u, q, p
d, a, a, k, h, e, h, q, f
c, c, c, h, s, o, h, l, s
b, b, b, f, r, r, m, o, o
b, a, a, m, r, h, k, p, k
d, d, a, f, t, k, o, g, f
b, a, a, o, q, f, i, o, k
b, d, a, l, r, g, p, f, o
b, a, a, e, u, u, k, o, p
c, a, d, h, k, r, t, f, i
b, a, d, p, o, r, i, k, r
b, d, a, f, g, f, m, f, p
d, a, a, i, j, r, r, o, e
d, a, d, g, u, k, j, j, l
a, c, c, i, j, s, o, g, j
b, b, c, t, t, o, g, s, t
a, b, b, e, i, t, e, i, l
d, b, b, i, t, q, h, f, l
b, d, a, h, i, e, h, t, o
a, d, b, s, o, i, j, p, p
c, c, c, q, s, r, u, f, k
c, a, d, i, p, f, o, p, m
a, c, c, f, j, s, u, h, o
b, b, b, i, i, r, p, p, r
c, c, c, e, s, m, r, o, l
b, c, a, g, i, h, q, f, s
b, b, b, s, j, m, k, q, q
d, b, b, u, s, j, p, f, l
d, a, a, h, f, m, j, q, p
a, d, b, i, f, i, r, p, i
d, d, a, f, h, t, j, k, g
b, a, b, j, g, h, p, r, h
b, c, a, o, f, k, j, f, o
b, b, d, h, q, t, i, r, j
b, b, c, t, p, o, t, i, r
c, a, d, m, o, f, t, t, l
a, c, c, j, j, s, u, f, h
d, a, d, f, f, k, g, f, q
d, b, b, p, p, k, m, f, l
b, b, b, e, g, r, h, s, t
