% continuousInputs: false
% addNoisyOutputs: false
% inputNoiseProbability: 0.1
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$TwoPartitionLimitedOutputsGenerator
% maxOutputVectorsPerInstance: 3
% resultRows: 10000
% Number of instances before adding noise (numInputsVectors): 20
% numOutputVectors = 20
% numInputVectors: 20
@RELATION 'synthetic: -c -6 '
@ATTRIBUTE x1 {a, b, c, d}
@ATTRIBUTE x2 {a, b, c, d}
@ATTRIBUTE x3 {a, b, c, d}
@ATTRIBUTE class1 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class2 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class3 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class4 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class5 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class6 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@DATA
d, a, d, l, u, l, g, j, f
d, a, a, i, f, l, o, m, g
d, c, a, h, r, k, s, t, h
a, a, b, f, g, m, p, q, h
a, a, a, j, q, j, f, j, q
d, b, d, m, t, r, g, h, j
c, d, c, r, t, q, g, l, s
b, a, c, o, g, t, s, q, u
d, a, d, i, e, l, m, m, g
a, a, b, j, q, j, e, k, m
b, c, a, r, l, p, s, t, h
d, a, a, e, t, l, f, l, j
b, b, c, o, g, t, s, q, u
a, c, b, e, p, i, e, t, t
d, b, c, m, i, r, s, t, h
a, d, a, e, t, l, e, l, i
a, c, a, r, l, p, e, s, j
b, a, c, j, q, j, s, q, u
c, a, a, m, t, q, e, s, j
c, b, c, k, t, l, m, m, h
c, c, a, k, p, h, p, q, h
c, c, b, k, p, h, p, q, h
b, b, d, m, i, r, i, f, f
c, c, a, k, p, h, p, q, h
d, d, c, q, t, q, g, l, s
c, d, c, j, q, j, p, k, h
c, b, a, i, u, l, s, t, h
d, d, a, e, t, l, e, l, i
d, a, d, l, u, l, g, j, f
b, b, b, t, e, u, f, t, t
a, c, b, e, o, i, s, q, u
a, a, a, r, l, p, g, j, r
a, a, b, f, h, m, r, f, j
b, c, a, j, e, l, u, h, t
a, c, a, e, o, i, s, q, u
c, b, b, i, e, l, f, t, u
b, c, b, r, l, p, s, t, h
d, a, b, m, i, r, p, q, h
a, c, d, h, r, k, h, h, i
b, c, a, i, e, l, e, s, j
c, c, a, k, p, h, s, o, o
b, c, a, i, f, l, e, s, j
b, c, a, r, l, p, e, s, j
d, b, d, h, r, k, h, h, i
a, a, b, m, i, r, r, f, j
b, a, b, m, i, r, s, q, u
c, b, d, l, u, l, i, f, g
d, a, a, j, q, j, e, k, m
b, b, a, i, f, l, s, t, h
c, b, c, j, i, q, p, q, h
b, c, a, i, f, l, e, s, j
d, b, c, m, i, r, r, o, o
a, a, a, h, e, l, m, m, g
b, d, a, r, l, p, e, s, j
c, d, c, t, e, t, g, l, s
d, a, a, i, e, l, l, o, g
b, c, a, i, e, l, e, s, j
b, a, b, i, e, l, r, f, j
d, c, d, m, t, q, h, h, j
c, d, c, t, e, u, g, l, s
c, b, c, l, u, l, m, m, g
d, a, a, i, e, m, m, m, g
c, b, c, l, u, l, g, j, r
c, a, a, m, t, q, e, t, j
a, a, a, j, q, j, g, k, s
d, b, c, r, l, p, e, s, j
d, b, c, p, o, u, r, s, k
b, b, a, q, l, p, e, s, j
c, d, c, q, t, q, g, l, s
c, a, a, i, e, l, m, m, g
b, c, a, r, l, o, e, s, j
a, d, b, e, o, i, s, q, u
b, a, c, m, i, r, s, q, u
b, b, a, i, u, l, s, s, h
c, d, c, t, e, u, g, l, s
c, b, a, i, e, l, t, t, h
c, b, a, i, e, l, s, t, h
c, b, b, t, e, u, f, t, t
a, c, b, e, o, i, f, t, t
c, b, a, i, e, l, m, o, g
b, c, a, r, l, p, e, s, j
c, b, c, j, i, q, p, q, h
a, c, b, e, o, i, t, q, u
c, b, a, m, t, q, e, l, i
c, b, c, l, u, l, p, q, h
d, d, c, q, t, q, h, l, s
d, b, c, p, o, u, r, o, o
c, d, c, t, e, e, g, l, s
a, b, c, r, l, p, h, h, j
a, a, b, i, e, m, g, i, r
c, a, a, i, e, l, o, m, g
c, b, b, l, u, l, f, t, t
a, b, c, r, l, p, g, j, f
c, b, c, l, u, l, m, m, g
c, b, b, t, e, u, f, t, t
a, a, d, r, l, p, e, k, m
d, d, a, e, t, l, e, l, i
d, b, c, p, o, u, t, s, h
d, a, d, i, h, t, g, j, f
a, c, b, e, o, i, f, t, t
d, a, d, l, u, m, g, j, f
b, c, a, r, l, p, e, s, j
a, a, b, o, i, r, r, f, j
d, a, d, i, h, t, g, j, f
b, a, c, o, g, t, s, q, u
b, c, a, e, o, i, e, s, j
c, a, c, i, q, j, s, r, u
d, a, a, i, e, l, m, m, g
d, c, d, h, r, k, h, h, j
c, b, d, l, u, l, i, f, g
c, d, a, j, p, h, r, o, m
d, d, a, e, t, l, e, l, i
a, c, b, e, o, i, f, t, t
c, a, b, t, e, u, f, t, t
d, a, a, i, e, l, m, m, g
c, c, c, p, m, u, g, j, r
d, b, d, o, t, q, s, t, h
a, a, b, m, i, r, g, j, s
c, b, c, p, p, u, p, q, h
c, b, c, k, u, l, p, q, h
a, d, b, i, u, l, r, f, j
d, a, d, l, u, l, g, j, f
d, b, c, p, o, e, r, m, o
d, b, d, l, u, l, g, j, f
b, c, a, i, e, l, e, s, j
c, b, a, h, e, l, s, t, h
d, c, d, l, t, r, h, h, j
c, c, a, k, p, h, p, q, h
c, b, a, i, e, l, s, t, h
c, a, d, m, t, q, e, l, i
a, a, a, j, q, k, e, k, m
a, a, a, r, l, p, e, k, m
d, d, a, j, p, h, s, t, h
d, d, d, h, r, k, h, h, j
a, b, b, u, o, i, s, r, u
c, b, b, i, e, l, f, t, t
a, c, b, e, o, h, s, q, u
d, a, a, i, e, k, m, o, g
c, b, a, i, e, l, s, t, h
c, d, a, k, p, h, r, o, o
d, a, a, i, e, l, m, m, g
c, b, a, m, t, q, e, r, j
d, d, a, e, t, l, e, l, i
c, a, c, l, u, l, m, m, g
d, c, d, h, r, k, s, t, h
c, b, b, t, f, u, f, t, t
c, b, a, j, e, l, s, t, h
c, b, a, i, e, l, s, s, h
a, b, a, i, q, j, e, k, m
b, c, a, r, l, p, s, s, h
c, b, a, i, e, l, s, s, h
c, b, b, t, e, u, f, t, t
d, a, d, i, h, t, h, j, f
c, d, c, t, e, u, g, l, s
d, a, a, i, e, l, m, m, g
c, d, b, p, t, q, g, l, r
b, c, a, e, o, i, e, r, j
c, c, d, k, p, h, p, q, h
c, c, a, k, o, h, g, j, f
a, a, b, m, i, r, p, q, h
c, d, a, e, u, l, e, l, i
a, d, a, j, q, k, e, k, l
d, c, c, m, t, q, h, h, j
b, c, a, i, e, l, s, s, i
c, b, a, t, e, u, f, t, t
d, d, a, e, u, l, e, l, i
d, a, b, f, f, m, g, i, r
c, d, c, t, e, t, g, l, s
b, b, c, p, o, u, g, j, r
c, b, d, m, i, r, i, f, g
d, c, d, g, r, k, h, h, j
d, a, d, l, u, l, g, i, f
d, b, d, m, s, q, s, t, h
c, b, a, i, e, l, s, t, h
a, c, b, e, o, i, t, q, u
c, d, c, t, e, u, g, l, s
d, c, c, h, r, j, s, t, h
b, c, a, i, e, l, e, r, i
d, a, a, i, e, l, m, m, g
c, b, c, l, u, l, p, q, h
d, b, d, l, u, l, g, j, f
c, b, a, i, e, l, s, t, h
d, b, d, m, t, q, h, h, j
d, a, b, m, i, r, p, q, h
c, a, a, m, t, q, e, l, i
a, c, b, e, o, i, s, p, e
b, c, a, e, o, j, s, r, h
b, d, a, i, e, l, s, s, h
d, d, a, k, p, g, e, m, i
c, b, d, l, u, l, i, f, g
c, b, d, l, u, l, j, e, g
a, c, a, r, l, p, e, s, j
c, b, b, m, u, l, g, j, r
b, c, a, i, e, l, s, s, h
d, a, d, f, g, m, g, j, f
d, b, c, p, o, u, r, t, h
b, c, a, r, l, p, e, s, j
c, b, b, t, f, u, e, t, t
d, a, a, e, t, l, e, l, i
a, b, d, r, l, p, g, j, f
b, c, a, f, o, i, e, s, k
a, b, c, r, l, o, h, h, j
c, c, c, l, e, l, i, e, g
c, c, a, j, p, h, p, q, h
b, a, a, j, q, j, e, k, m
c, d, a, k, p, h, p, q, h
d, a, a, i, e, l, m, m, g
c, b, a, k, p, h, p, q, h
c, b, c, l, u, l, p, r, h
c, c, b, t, e, u, f, t, t
c, d, c, q, t, q, g, l, s
c, c, a, k, p, h, p, q, h
b, c, a, r, l, p, e, s, j
a, c, b, e, o, i, s, p, u
c, d, c, q, t, q, g, l, s
c, d, c, t, e, u, g, l, s
c, d, c, q, t, q, g, l, s
d, a, a, i, e, l, o, m, f
c, b, a, i, e, l, s, t, h
a, a, b, r, l, p, e, s, j
a, d, a, j, q, j, g, j, r
a, c, a, e, o, i, s, q, u
c, a, a, m, t, q, e, s, j
d, d, a, e, t, l, s, t, h
c, b, a, i, e, l, s, s, h
b, b, d, m, j, r, i, f, g
b, d, a, r, l, p, e, s, j
d, b, d, m, i, r, i, f, g
a, b, c, p, o, u, r, o, o
c, a, a, m, t, q, e, l, i
b, c, a, i, e, l, s, s, h
d, a, d, i, h, t, g, k, f
a, a, c, m, i, r, r, q, u
c, b, b, t, e, u, f, t, t
c, d, c, t, e, u, g, l, s
d, a, a, i, f, l, m, m, h
c, d, c, q, t, q, g, l, r
d, b, c, q, o, u, r, o, o
a, a, a, j, q, j, e, k, o
d, b, c, p, o, t, r, o, o
c, b, a, i, e, l, s, t, h
b, c, a, r, l, p, s, s, h
a, a, a, j, q, j, g, j, r
c, a, d, m, t, q, e, l, i
c, d, c, t, e, u, g, m, s
a, c, b, e, o, i, s, q, u
b, c, a, i, e, l, e, s, j
c, c, a, k, p, h, p, q, h
a, a, c, m, i, r, s, q, u
b, c, a, r, l, o, u, i, t
b, c, a, f, o, i, e, s, j
d, b, c, p, o, u, r, o, o
b, c, a, r, l, p, e, s, j
d, c, a, k, p, h, p, q, h
b, c, a, i, e, l, e, s, j
b, c, a, i, f, l, e, s, j
d, a, d, l, u, l, g, i, f
b, c, a, i, e, l, s, s, h
a, b, b, f, g, m, r, f, j
b, a, b, m, i, q, s, q, u
b, c, a, e, o, i, e, s, j
b, a, c, o, g, t, s, q, t
c, b, b, l, u, l, f, t, t
c, b, b, i, e, l, f, t, t
c, b, b, p, o, u, p, q, h
c, b, c, j, i, q, g, i, r
a, b, c, r, l, p, h, h, j
c, d, c, t, e, u, g, l, t
c, d, c, q, t, q, g, l, s
a, a, a, i, e, l, m, m, g
b, a, c, m, i, r, s, r, u
d, b, d, l, u, l, i, f, g
d, b, d, m, u, q, s, t, i
d, b, b, p, o, u, r, t, h
a, a, a, j, q, j, g, j, r
a, c, b, e, o, i, s, q, u
c, a, a, m, u, q, e, m, i
a, b, c, r, l, q, e, s, j
c, d, c, q, s, q, g, l, s
c, d, c, q, t, q, g, l, s
c, d, c, t, e, u, g, l, s
c, d, c, q, t, q, g, l, s
d, b, c, m, i, r, s, t, h
c, b, b, j, e, l, f, t, t
b, a, a, j, q, j, e, k, m
c, b, d, m, i, r, i, f, g
c, b, c, j, i, q, p, q, h
a, a, b, m, i, r, g, i, r
c, c, a, k, p, h, r, o, o
c, a, d, m, t, q, h, h, j
c, b, d, m, i, r, i, f, g
c, c, c, h, r, k, s, t, g
c, d, c, q, t, q, h, l, s
a, a, b, j, e, l, g, j, r
b, d, a, r, l, p, r, s, h
a, c, b, e, o, i, r, q, u
c, b, d, l, u, l, i, f, g
b, c, a, e, o, h, s, s, h
a, c, b, e, o, i, s, q, u
a, b, a, r, l, p, h, j, r
a, a, a, r, l, p, g, k, r
d, a, d, g, g, m, g, j, f
c, b, a, i, e, l, s, t, h
c, a, a, m, t, q, e, l, j
b, a, c, o, g, t, r, q, u
c, b, b, s, e, u, f, t, t
a, b, b, i, e, l, r, f, j
d, a, a, i, u, l, m, m, g
b, a, c, o, g, t, s, q, u
c, b, a, i, e, l, t, u, h
a, c, b, e, p, j, s, q, t
b, c, a, f, o, i, e, s, j
d, c, d, m, t, q, r, t, g
a, c, b, e, o, i, f, t, t
a, b, c, r, l, p, h, h, j
c, d, c, q, t, q, g, l, s
d, b, c, p, o, u, r, s, k
c, b, b, i, e, l, f, t, t
c, b, a, i, u, l, s, t, h
d, d, d, e, t, l, e, l, j
c, b, c, j, i, r, g, j, r
d, a, d, i, h, t, g, j, f
c, b, a, i, e, l, s, t, h
d, c, d, h, r, k, s, t, h
c, b, c, p, o, u, g, j, r
c, b, c, p, o, u, p, p, h
d, b, d, m, i, r, i, f, g
d, c, d, m, t, q, s, t, g
d, c, d, h, r, k, g, h, j
c, a, a, m, t, q, e, l, i
b, a, c, m, i, r, p, k, i
c, a, a, m, t, q, h, h, j
b, c, a, k, p, h, p, q, h
c, b, b, t, e, t, f, t, t
c, a, a, m, t, q, u, l, i
d, b, c, m, i, r, r, o, p
c, d, c, q, s, q, g, l, s
d, c, d, l, t, q, s, t, h
d, b, c, m, i, r, r, o, o
c, d, c, q, t, q, g, l, s
a, c, d, m, t, q, s, t, h
c, c, a, e, o, i, u, s, j
b, b, d, l, u, l, i, f, g
b, b, a, e, o, h, e, s, j
d, a, b, i, e, k, m, m, f
c, b, a, i, e, l, s, t, h
a, d, b, e, o, i, f, t, t
b, b, a, i, e, l, s, t, h
c, a, a, m, t, q, e, l, i
b, c, a, i, f, l, s, s, h
d, d, a, e, t, k, e, l, h
c, c, a, k, p, h, r, o, o
c, b, b, t, e, u, f, t, t
c, d, c, q, t, q, g, l, s
c, d, c, t, e, u, g, l, s
c, b, d, l, u, l, p, q, h
a, b, c, r, l, p, h, h, j
b, c, a, i, e, l, s, s, h
c, b, a, m, t, q, e, s, j
c, a, a, m, t, r, e, l, i
d, a, c, p, o, u, r, s, k
b, b, a, i, e, l, r, t, h
b, d, a, r, l, p, e, s, j
c, d, d, t, e, u, g, l, s
d, a, d, i, h, t, g, j, f
b, c, a, e, o, i, u, i, t
a, a, b, f, g, m, p, q, h
c, b, d, l, u, l, i, f, f
c, b, d, l, u, l, i, f, g
d, c, d, m, t, q, s, u, h
d, d, a, e, t, m, e, l, i
d, c, a, h, r, k, s, t, h
b, c, a, e, o, i, e, s, j
c, b, a, i, e, l, s, t, h
d, d, a, i, e, l, m, m, g
a, c, b, e, o, i, s, p, u
b, b, c, r, l, p, g, k, f
d, b, b, t, e, u, f, s, t
c, b, a, m, i, r, i, f, g
d, a, a, i, e, l, m, m, g
c, d, c, t, e, t, g, l, s
c, c, a, k, q, h, p, q, h
c, c, c, t, e, u, g, k, s
d, b, b, p, o, e, r, p, o
a, a, a, r, l, p, g, j, r
b, b, c, r, l, p, e, s, j
d, c, a, k, p, h, p, q, h
b, a, c, o, g, t, p, k, i
d, c, d, h, r, k, h, h, j
b, d, c, r, t, p, g, l, s
d, a, a, i, e, l, m, m, g
d, d, a, e, t, l, e, l, i
c, d, c, t, e, u, g, l, s
b, c, a, r, l, o, e, s, j
c, a, a, m, t, p, e, l, i
a, b, a, r, l, q, g, j, r
d, d, a, e, t, l, s, u, h
c, b, a, j, e, l, s, t, h
c, c, c, r, t, q, g, l, s
d, a, a, i, e, l, m, m, f
b, a, c, q, s, q, g, l, s
d, a, d, l, u, l, g, i, f
d, c, d, m, t, r, h, h, k
d, b, c, p, o, u, s, t, i
d, a, d, f, g, m, g, j, g
d, a, a, m, t, q, e, k, j
d, b, d, p, o, u, s, u, h
c, b, b, t, e, u, f, t, t
a, a, b, i, f, l, g, j, q
a, c, b, e, o, i, f, t, t
d, c, d, m, u, q, s, t, h
b, c, d, i, u, l, e, s, j
a, c, b, e, o, i, s, q, u
d, a, a, i, e, l, m, m, g
a, d, a, e, t, l, e, m, i
a, c, b, e, o, i, f, t, t
d, b, c, m, i, r, r, o, o
a, a, a, i, q, j, g, j, q
b, a, c, l, i, r, s, q, u
c, c, a, k, p, h, r, o, o
b, b, c, l, u, l, g, j, r
c, b, c, k, i, q, p, q, h
b, c, a, i, e, l, e, r, j
c, b, d, m, h, r, i, f, g
b, c, a, e, p, i, s, s, h
a, a, b, i, e, l, g, j, q
a, a, b, h, e, l, g, j, r
c, a, a, m, t, r, e, l, i
a, b, c, r, l, p, e, s, j
d, c, c, j, i, q, g, j, r
c, b, b, i, e, l, s, t, h
d, a, a, j, q, j, g, j, r
d, a, b, i, e, l, m, m, g
c, c, a, k, p, h, r, o, o
c, d, d, q, t, q, g, l, s
b, c, d, r, l, p, s, s, h
b, d, a, i, e, l, s, s, g
c, b, b, t, e, u, e, t, t
a, a, c, j, p, j, s, q, u
b, a, c, m, i, r, s, q, u
c, b, a, i, f, l, s, t, h
a, c, b, e, o, j, f, t, t
a, d, b, e, p, i, s, q, u
a, b, c, r, l, p, h, h, j
a, c, b, e, o, i, f, t, t
d, a, d, f, g, o, g, j, f
a, b, c, r, l, p, h, h, j
b, a, c, m, i, r, s, q, u
a, b, c, r, l, p, h, h, j
c, d, c, q, t, q, g, l, s
c, c, c, p, o, u, p, q, h
d, a, a, m, s, q, e, l, i
d, a, d, l, u, l, g, j, f
c, b, d, l, u, l, i, f, g
d, a, a, i, e, l, m, m, g
c, b, d, l, u, l, i, f, g
a, b, c, r, l, p, h, h, j
b, d, a, r, l, p, s, s, h
c, b, c, l, u, l, g, j, r
a, c, b, e, m, i, s, q, u
d, d, a, e, t, l, u, l, i
c, c, a, l, p, h, p, q, h
c, c, a, j, p, i, p, q, h
a, a, c, m, i, r, r, f, j
d, b, c, p, p, u, r, m, o
d, d, a, k, p, i, e, l, i
a, c, b, e, o, i, t, q, t
b, d, c, p, t, p, h, l, t
c, d, b, q, t, q, g, l, s
c, d, c, q, t, q, g, m, s
a, c, a, i, u, l, s, s, h
c, a, c, l, u, l, i, g, g
a, a, a, f, h, m, p, q, h
a, c, b, e, o, i, s, q, u
d, a, a, i, e, l, l, m, g
c, d, b, q, t, q, h, l, s
d, a, d, i, h, t, g, i, f
d, a, a, l, u, l, g, j, f
c, d, c, q, t, p, g, l, s
d, a, a, i, e, l, m, m, g
c, c, a, k, p, h, q, o, p
c, a, a, m, t, p, e, l, i
c, b, b, s, f, u, f, t, t
c, b, b, t, e, u, f, t, t
c, c, c, t, e, u, g, l, s
c, d, c, q, t, p, g, l, s
d, a, a, i, e, l, m, l, g
a, a, d, r, l, p, g, j, r
d, b, d, o, i, r, i, f, g
d, a, d, l, u, l, g, j, f
c, d, b, t, e, u, g, l, s
d, c, d, m, t, q, s, t, h
b, d, a, r, l, p, s, s, h
b, c, a, e, o, i, e, i, t
c, b, b, t, e, u, f, t, t
a, c, c, e, m, i, f, t, t
c, b, a, i, f, l, s, t, h
a, b, c, r, l, p, e, s, j
a, a, b, f, f, m, r, f, j
a, b, b, e, o, i, s, q, u
c, b, b, i, e, l, m, m, g
c, b, b, i, e, l, f, t, t
a, a, c, r, l, p, h, h, j
c, c, a, j, p, g, p, q, h
c, b, a, i, e, k, s, t, h
d, a, a, h, e, l, m, m, g
d, a, d, f, g, o, g, j, f
c, b, b, m, u, l, g, t, t
d, b, c, m, i, r, r, o, o
c, d, c, q, t, q, g, k, s
a, c, b, e, o, i, f, t, t
c, a, a, m, t, q, e, l, i
c, b, c, l, u, l, g, j, r
d, b, c, p, o, u, r, o, o
c, b, d, l, u, l, i, f, g
d, b, c, p, p, u, r, o, o
a, a, b, i, e, l, g, j, r
c, c, a, k, p, h, p, q, h
d, d, a, u, t, l, e, k, i
c, d, c, r, t, q, g, l, s
a, b, c, r, l, p, h, h, j
d, a, a, i, e, l, m, m, g
d, a, c, i, h, t, g, j, f
b, c, a, e, o, i, s, s, h
c, d, c, t, e, u, g, l, s
c, c, a, e, o, i, u, s, j
d, c, d, m, t, q, h, h, j
d, b, c, p, o, u, r, o, m
c, a, a, o, t, q, e, l, i
c, c, a, i, e, l, s, t, h
d, c, d, m, t, q, i, h, j
a, c, b, e, p, i, s, q, u
a, a, b, f, g, m, r, f, j
b, d, c, q, t, q, g, l, s
a, a, a, j, q, j, e, k, m
a, c, b, e, o, j, f, t, t
c, b, c, l, u, l, g, j, r
d, c, d, m, t, q, h, i, j
d, a, a, i, e, m, m, m, g
d, c, d, h, r, k, s, t, i
b, c, a, r, l, p, e, s, j
c, a, a, l, t, q, e, l, i
a, a, c, q, l, p, g, j, f
c, c, a, k, q, h, p, q, h
a, b, c, r, l, p, g, j, f
c, a, b, m, t, q, e, l, i
a, a, a, i, e, l, m, m, g
c, a, a, m, t, p, e, l, i
d, a, d, g, g, m, g, j, f
a, a, b, k, q, j, e, k, m
d, b, c, p, m, t, r, o, o
a, c, b, e, o, i, s, q, u
d, b, c, p, p, u, t, t, h
a, b, c, r, l, p, i, h, k
a, b, b, e, o, i, s, q, u
c, d, c, t, e, u, g, l, s
b, c, d, r, l, p, e, s, j
d, a, d, l, u, l, g, j, f
d, a, a, i, e, l, m, m, g
d, b, c, m, i, r, r, s, k
d, c, d, m, t, p, s, t, h
d, d, d, m, t, q, r, u, h
c, d, a, e, t, l, e, k, i
c, d, c, q, t, q, g, m, r
d, b, c, p, o, u, r, o, o
a, a, a, r, l, p, u, k, m
c, d, c, t, e, u, g, l, s
d, d, a, e, t, l, e, l, i
b, a, c, q, t, r, g, l, s
d, b, c, r, m, p, g, j, f
a, c, b, e, o, i, s, q, u
a, c, b, e, o, i, s, q, u
c, d, c, q, s, q, g, l, t
c, b, a, m, t, q, e, l, i
b, a, a, j, q, j, e, l, m
d, d, a, k, p, h, e, l, i
c, b, c, k, u, l, p, p, h
a, b, c, r, l, p, h, h, j
c, c, a, k, p, h, p, q, h
b, c, a, e, o, i, u, i, t
a, b, c, r, l, p, h, h, j
c, b, a, j, e, l, s, u, h
d, a, a, i, e, l, m, m, g
c, c, a, k, o, h, r, o, o
d, a, a, l, t, l, g, j, g
c, c, a, k, p, h, r, o, o
c, b, d, l, u, l, i, f, g
b, b, b, j, e, l, f, t, t
a, a, b, f, g, m, p, q, h
b, d, a, r, l, p, e, s, j
d, a, d, l, u, l, g, j, f
d, b, c, q, o, u, r, o, o
d, d, a, e, s, l, e, l, i
c, d, c, q, t, q, g, l, s
b, c, a, e, o, i, e, s, j
a, c, b, e, o, i, s, q, u
c, c, a, k, p, h, r, o, o
d, b, c, p, o, u, s, t, h
a, b, c, s, l, p, h, h, j
d, b, b, k, u, l, f, t, t
a, b, c, r, l, p, h, h, j
c, b, c, p, o, u, g, j, r
d, d, a, e, s, l, e, l, i
a, c, b, i, e, l, e, s, j
c, b, d, l, u, l, i, f, g
d, b, c, p, m, u, r, s, k
c, b, b, t, e, u, f, t, u
c, a, a, m, t, q, e, l, i
c, b, a, t, e, u, f, t, t
a, b, c, r, l, p, g, j, f
b, c, a, e, o, i, u, s, j
c, b, c, p, o, u, r, o, o
c, a, a, m, t, p, e, l, i
d, a, a, i, e, l, o, m, g
a, b, c, r, l, o, h, h, j
d, a, a, i, e, l, m, m, g
c, b, c, j, i, q, p, q, g
c, d, c, t, e, t, g, l, s
c, a, b, m, t, q, e, s, j
a, a, a, r, l, p, e, k, o
c, d, c, t, e, u, h, l, s
d, d, a, i, e, l, m, m, g
b, b, b, r, l, p, g, h, j
a, b, c, q, l, p, e, s, j
b, a, c, o, g, t, t, q, u
b, c, a, e, o, i, e, r, j
b, b, a, r, l, p, u, i, t
c, b, b, t, e, u, f, t, t
d, a, d, f, g, m, g, j, f
b, c, a, r, l, p, e, s, j
a, a, b, f, g, m, g, j, r
c, b, c, l, u, l, i, f, g
b, c, a, e, o, i, e, s, j
d, a, d, i, h, t, g, j, g
b, c, a, e, o, i, s, s, h
c, b, b, t, u, u, f, t, t
c, b, d, l, u, l, i, g, g
a, a, b, m, i, r, g, j, r
c, b, d, l, u, l, i, f, g
c, b, b, t, e, u, f, t, t
a, a, a, m, i, r, p, q, h
d, d, a, u, t, l, e, k, i
a, b, c, r, l, p, f, s, j
d, b, c, p, o, u, r, o, o
d, c, c, h, r, k, s, t, h
d, a, a, i, e, l, m, m, g
b, c, b, e, o, i, s, q, u
a, a, a, j, q, j, g, j, r
c, d, c, q, t, q, g, l, s
a, a, a, j, p, j, g, j, r
c, c, c, q, t, q, g, l, s
d, a, a, h, e, l, m, m, g
a, a, d, i, h, u, g, j, f
c, c, c, t, e, u, g, s, t
a, c, b, e, m, i, s, q, u
c, a, d, l, u, l, i, f, g
d, b, d, i, e, l, m, m, g
d, d, a, i, e, l, m, m, g
a, d, a, e, u, l, e, k, i
d, b, d, i, h, t, g, j, f
b, c, a, r, l, p, e, s, j
b, c, a, e, o, i, e, s, j
c, c, c, q, t, r, g, l, s
c, a, c, q, t, q, g, l, s
d, d, a, e, t, l, e, l, i
a, d, b, f, g, l, g, j, r
a, d, a, r, l, p, e, k, m
a, a, a, j, q, j, e, k, m
c, b, c, p, o, e, g, j, r
b, c, a, q, l, p, s, s, h
c, b, d, i, u, l, s, t, h
d, d, a, f, t, l, e, m, i
c, a, a, m, t, q, e, s, j
a, b, c, r, l, p, h, h, j
d, a, d, l, e, k, g, j, f
b, c, b, r, l, p, e, r, j
d, a, a, i, e, k, m, m, g
c, b, c, l, u, l, o, q, h
c, b, a, i, e, l, s, t, h
c, c, a, k, p, h, p, q, h
d, d, a, e, t, k, e, l, i
a, b, c, r, l, p, g, j, f
c, c, a, k, p, h, g, j, f
d, a, a, i, e, l, m, m, f
c, d, c, q, t, q, g, l, s
a, c, c, e, o, i, s, q, e
c, b, a, i, e, l, s, t, h
c, a, a, m, t, r, e, l, i
a, c, b, e, o, i, f, t, t
c, c, a, k, p, h, r, o, o
d, b, c, p, o, t, r, o, o
d, c, c, p, o, u, s, t, h
d, c, d, h, r, k, t, t, h
a, a, a, j, p, j, g, j, r
a, a, a, r, l, p, g, j, r
d, b, d, l, t, l, q, k, i
b, c, a, i, e, l, e, s, j
a, b, c, r, l, q, g, j, f
a, c, b, u, o, i, s, q, u
b, c, a, e, o, i, s, s, h
a, a, c, h, e, l, r, f, j
a, a, a, j, q, j, e, k, m
a, b, b, r, l, p, g, i, f
a, a, a, r, l, p, g, k, s
d, b, c, m, i, r, r, t, h
c, d, c, q, t, q, g, l, s
c, b, d, m, s, q, e, s, j
c, c, a, k, p, h, r, o, o
d, d, b, e, s, l, e, l, i
a, a, b, i, e, l, g, j, r
a, c, b, e, o, i, s, q, t
a, c, b, e, o, i, f, t, t
d, a, a, i, e, l, l, l, g
d, a, b, f, g, m, r, f, j
b, c, a, i, e, l, e, s, j
b, d, c, q, t, q, g, l, s
a, a, a, k, q, k, g, j, r
c, c, a, k, p, h, r, o, o
a, c, c, e, o, i, s, p, u
c, b, a, i, e, l, s, u, h
a, a, b, f, g, l, g, j, r
c, b, a, m, i, r, i, f, g
c, b, d, m, i, r, i, f, h
a, b, d, r, l, p, h, h, k
d, a, b, f, g, m, s, f, j
a, a, b, f, g, m, g, j, r
c, a, a, m, t, q, e, l, i
b, c, a, e, o, i, e, r, j
d, b, c, p, o, u, s, t, h
c, b, c, p, m, u, g, j, r
c, b, d, l, u, l, i, f, g
c, b, a, i, e, l, s, u, h
d, d, a, e, t, l, e, k, i
d, d, a, k, p, h, p, r, h
c, b, a, i, e, l, s, t, h
d, c, d, h, r, k, h, h, j
a, a, b, f, g, m, g, j, r
c, c, a, r, l, o, e, t, i
d, b, c, p, o, u, q, o, o
b, b, a, i, e, l, s, t, h
a, a, a, m, i, r, p, r, h
a, a, a, j, q, i, e, k, m
d, c, c, p, o, u, r, s, k
b, c, a, r, k, p, e, s, j
d, b, c, p, o, u, r, o, o
a, b, c, r, l, p, h, g, j
c, b, c, p, m, u, p, q, h
